13	6	163	
13	5	167	n
13	10	167	n
13	18	170	n
13	13	175	n
13	6	175	
13	3	176	n
13	3	176	
13	6	178	n
13	6	178	
13	6	179	
13	18	186	n
13	18	186	
13	18	187	n
13	18	188	n
13	13	189	n
13	18	189	
13	3	199	n
13	17	199	
13	3	202	
13	13	206	n
13	13	206	
13	13	208	n
13	5	209	
13	12	211	
13	13	212	n
13	12	212	
13	9	217	
13	17	219	
13	12	227	n
13	6	228	n
13	12	228	n
13	6	228	
13	13	232	n
13	9	233	
13	9	235	
13	12	235	
13	12	238	n
13	13	238	n
13	13	239	n
13	13	239	
13	13	240	
13	18	242	n
13	13	243	n
13	12	245	
13	13	248	n
13	13	252	n
13	13	256	n
13	13	259	n
13	13	260	n
13	6	261	n
13	18	262	n
13	18	262	
13	18	264	n
13	18	267	n
13	18	267	
13	12	271	n
13	7	279	n
13	7	280	
13	13	285	n
13	5	289	
13	12	291	n
13	13	300	n
13	13	305	n
13	17	305	n
13	13	306	n
13	13	308	n
13	12	310	
13	3	312	n
13	13	313	n
13	12	315	n
13	18	319	n
13	18	320	
13	18	321	n
13	18	321	
13	3	322	n
13	13	322	n
13	13	322	
13	12	328	n
13	12	328	
13	12	329	n
13	12	329	
13	13	332	
13	3	334	n
13	13	335	n
13	12	342	n
13	17	342	n
13	12	345	
13	12	351	n
13	12	358	n
13	13	362	n
13	13	363	n
13	12	363	
13	13	364	n
13	13	365	n
13	12	366	n
13	12	366	
13	13	366	
13	5	367	
13	13	368	n
13	6	369	n
13	3	371	
13	3	372	n
13	3	372	
13	6	372	
13	3	374	n
13	3	374	
13	13	375	n
13	13	384	
13	13	387	n
13	13	388	
13	13	389	
13	17	389	
13	13	392	n
13	13	393	n
13	3	394	
13	3	395	
13	3	396	n
13	3	399	n
13	13	404	n
13	7	410	n
13	13	414	n
13	13	415	n
13	13	416	n
13	13	417	n
13	13	417	
13	17	417	
13	13	418	n
13	17	419	
13	6	420	
13	13	446	n
13	13	457	n
13	4	460	n
13	16	460	
13	14	461	n
13	16	461	
13	13	463	n
13	16	463	
13	16	464	
13	1	465	n
13	16	465	
13	13	469	n
13	13	469	
13	1	470	n
13	13	470	n
13	4	474	n
13	16	474	n
13	1	474	
13	16	475	
13	16	476	
13	12	478	n
13	5	479	n
13	16	479	n
13	16	481	
13	16	482	n
13	16	483	
13	12	488	n
13	16	489	n
13	16	489	
13	1	490	n
13	12	490	n
13	13	490	n
13	13	491	n
13	16	492	n
13	16	495	n
13	12	496	n
13	16	496	n
13	16	497	n
13	12	499	n
13	16	503	n
13	10	507	
13	17	509	n
13	7	518	n
13	18	519	n
13	18	522	
13	13	523	n
13	12	525	n
13	12	529	n
13	12	529	
13	18	530	n
13	18	536	n
13	1	536	
13	1	537	n
13	13	540	
13	13	541	n
13	6	542	
13	18	547	
13	18	551	n
13	18	552	
13	18	553	n
13	18	553	
13	18	555	
13	18	556	
13	16	557	n
13	18	558	
13	18	560	
13	18	564	n
13	18	564	
13	18	565	n
13	18	565	
13	13	571	n
13	18	571	
13	13	575	n
13	3	578	n
13	3	578	
13	18	578	
13	3	579	
13	16	584	
13	18	584	
13	13	587	n
13	13	588	
13	18	588	
13	18	589	
13	16	590	n
13	6	601	
13	18	601	
13	16	605	n
13	16	608	n
13	18	611	
13	13	617	n
13	16	621	n
13	16	625	n
13	2	645	n
13	2	645	
13	16	649	
13	16	651	
13	16	653	
13	2	654	n
13	2	660	n
13	13	660	n
13	2	660	
13	19	662	n
13	2	662	
13	19	662	
13	6	680	n
13	19	685	n
13	19	685	
13	8	686	n
13	2	695	
13	2	696	n
13	2	696	
13	2	697	
13	13	706	n
13	13	716	n
13	2	718	n
13	2	718	
13	2	720	
13	13	738	n
13	2	741	n
13	19	742	n
13	19	742	
13	2	756	
13	13	759	n
13	2	763	n
13	19	763	n
13	19	763	
13	2	764	
13	19	768	n
13	19	769	n
13	19	769	
13	19	770	
13	13	774	n
13	13	776	n
13	13	779	n
13	13	780	n
13	2	785	
13	13	804	
13	8	807	n
13	13	809	n
13	13	810	n
13	13	814	n
13	2	822	n
13	19	826	
13	13	831	n
13	13	838	n
13	19	839	
13	6	840	n
13	6	846	n
13	13	850	n
13	19	851	n
13	19	851	
13	13	855	n
13	19	866	n
13	13	869	n
13	19	870	
13	2	880	n
13	19	889	n
13	2	899	
13	2	936	n
13	2	936	
13	19	960	n
13	2	962	n
13	2	962	
13	2	963	n
13	2	975	
13	19	1035	n
13	19	1035	
13	19	1105	
13	8	1147	n
13	8	1156	
13	8	1158	
13	19	1165	n
13	8	1181	n
13	19	1201	
13	15	1213	n
13	19	1229	n
13	19	1275	
13	19	1277	
13	8	1280	n
13	8	1285	n
13	8	1289	n
13	20	1799	
13	20	1813	
13	20	1845	n
13	21	2218	
13	21	2301	
13	21	2303	
13	21	2309	
13	21	2313	
13	21	2314	
13	21	2318	
13	21	2344	n
13	21	2344	
13	21	2346	
13	21	2348	n
13	21	2348	
13	21	2349	
13	21	2351	
13	21	2385	n
13	21	2386	
13	21	2389	
13	21	2407	
13	21	2408	
13	21	2415	
13	22	2474	
13	22	2475	
13	22	2548	
13	22	2620	
13	22	2903	n
13	22	2903	
13	23	3091	
13	23	3195	
13	23	3196	n
13	23	3413	
14	1	176	n
15	1	20	
15	1	147	n
16	1	407	n
17	4	29	
17	16	71	
17	18	153	n
17	18	155	n
17	18	160	n
17	18	162	n
17	18	162	
17	18	163	n
17	18	163	
17	1	420	n
17	1	420	
17	1	429	
17	1	445	
17	1	446	n
17	1	463	
17	1	465	
17	19	888	n
18	2	1033	n
19	4	4	
19	4	5	
19	4	7	n
19	4	7	
19	4	10	n
19	4	11	n
19	4	15	
19	4	16	n
19	4	18	
19	4	19	
19	4	20	n
19	4	20	
19	4	21	
19	4	22	
19	4	23	
19	4	24	n
19	4	29	
19	4	30	
19	4	34	n
19	4	39	
19	4	41	
19	4	46	n
19	4	47	
19	4	48	
19	4	50	n
19	4	51	
19	4	53	
19	4	54	n
19	4	56	
19	4	57	
19	4	60	
19	4	64	n
19	4	64	
19	4	66	n
19	4	66	
19	4	71	n
19	4	73	
19	4	80	n
19	4	83	
19	4	88	n
19	4	88	
19	4	89	
19	4	91	n
19	4	94	
19	4	103	n
19	4	103	
19	4	110	n
19	4	119	n
19	4	121	
19	4	122	n
19	4	129	
19	4	132	n
19	4	134	
19	4	138	
19	4	139	n
19	4	141	n
19	4	141	
19	4	146	
19	4	147	n
19	4	149	
19	4	151	n
19	18	151	n
19	4	152	n
19	4	153	n
19	4	154	
19	4	156	
19	4	158	n
19	4	159	
19	4	161	n
19	4	162	
19	4	166	
19	4	170	n
19	4	173	n
19	4	176	n
19	4	176	
19	4	179	n
19	4	185	n
19	4	185	
19	4	186	n
19	4	187	n
19	4	191	n
19	4	192	
19	4	193	n
19	4	194	n
19	4	198	
19	4	201	n
19	4	202	n
19	4	203	n
19	4	204	
19	4	205	n
19	4	211	
19	4	217	
19	4	220	n
19	4	220	
19	4	221	n
19	4	227	
19	4	229	n
19	4	230	n
19	4	232	n
19	4	234	
19	4	240	n
19	4	241	
19	4	247	n
19	4	247	
19	4	249	
19	4	255	
19	4	260	n
19	4	263	
19	4	268	
19	4	269	
19	4	270	
19	4	271	
19	4	277	n
19	4	277	
19	4	279	
19	4	284	
19	4	285	
19	4	286	
19	4	289	n
19	4	289	
19	4	296	n
19	4	301	
19	4	310	
19	4	355	n
19	1	415	n
19	1	415	
19	1	419	
19	1	441	
20	1	391	n
20	1	391	
21	9	44	n
21	1	74	n
21	7	138	n
21	7	321	n
21	9	360	
21	4	391	
21	18	396	n
21	9	411	
21	4	414	n
21	13	429	n
21	12	458	n
21	3	485	n
21	13	488	n
21	3	501	n
21	7	502	n
21	16	505	n
21	16	514	n
21	13	515	n
21	6	520	n
21	13	538	n
21	4	545	n
21	13	562	n
21	13	563	n
21	13	602	n
21	13	603	n
21	16	611	n
21	16	621	n
21	7	634	n
21	7	662	n
21	23	3060	n
21	23	3282	n
22	9	26	
22	13	261	n
22	13	263	
22	16	353	
22	1	406	n
22	1	406	
22	4	623	
23	16	71	n
23	16	71	
23	16	77	
23	7	267	n
23	12	392	n
23	1	464	n
23	1	464	
23	1	518	n
23	1	518	
23	2	665	
23	20	1616	n
23	20	1616	
24	11	11	
24	18	25	n
24	1	44	
24	1	45	
24	1	54	
24	17	150	
24	1	187	n
24	1	188	n
24	1	188	
24	1	189	n
24	1	215	
24	1	216	
24	1	219	n
24	1	223	
24	3	250	n
24	14	256	n
24	14	269	n
24	14	269	
24	14	270	
24	14	271	
24	1	272	
24	14	272	
24	1	273	
24	1	275	
24	1	277	
24	1	298	
24	1	302	
24	1	303	n
24	1	303	
24	1	304	
24	1	314	
24	1	324	
24	1	353	
24	1	371	
24	14	634	n
24	15	806	
24	15	1169	n
24	15	1282	
24	22	2642	n
25	2	757	n
25	2	795	n
26	9	56	
26	1	134	
26	17	247	
26	9	347	
26	4	423	n
26	4	423	
26	4	588	
26	4	617	
26	7	633	n
26	7	633	
26	7	634	n
26	7	651	
26	14	714	n
27	2	546	n
28	1	440	
29	1	471	n
29	1	519	
29	2	656	
30	6	37	n
30	18	145	n
30	18	163	n
30	1	408	n
30	1	518	n
30	1	518	
30	1	519	
30	7	562	n
30	6	697	n
30	6	697	
30	19	882	n
30	8	1171	n
30	8	1172	n
31	17	8	
31	17	9	n
31	18	229	
31	2	591	n
31	21	2021	n
31	22	2461	n
32	1	35	
32	3	234	n
32	3	234	
32	3	320	
33	5	14	n
33	10	24	
33	9	25	n
33	5	33	
33	5	40	
33	5	47	
33	5	64	n
33	13	72	
33	13	82	
33	5	83	
33	6	89	
33	17	91	n
33	5	98	n
33	5	98	
33	9	106	
33	13	166	n
33	12	184	
33	5	187	n
33	13	187	n
33	12	187	
33	12	190	n
33	13	190	
33	7	192	
33	10	192	
33	7	193	n
33	10	193	
33	10	200	n
33	10	204	n
33	7	220	
33	12	221	
33	12	226	n
33	13	251	
33	13	261	n
33	13	262	
33	5	292	
33	5	302	n
33	5	302	
33	12	310	
33	9	315	
33	5	326	n
33	5	340	n
33	11	340	n
33	9	348	
33	9	354	
33	11	355	n
33	11	355	
33	9	405	
33	13	409	n
33	13	411	n
33	9	413	
33	4	416	n
33	5	425	n
33	12	436	n
33	5	441	n
33	5	466	n
33	5	466	
33	5	468	n
33	5	472	n
33	16	474	
33	12	475	n
33	17	485	n
33	13	495	n
33	16	501	n
33	5	503	n
33	5	504	n
33	16	505	n
33	17	506	n
33	16	508	n
33	7	514	n
33	12	514	n
33	13	514	n
33	5	514	
33	7	514	
33	13	517	n
33	5	535	n
33	17	535	n
33	17	535	
33	17	536	
33	12	543	n
33	12	548	n
33	7	548	
33	5	549	n
33	12	549	n
33	12	554	n
33	12	557	n
33	5	559	n
33	13	568	n
33	13	577	n
33	13	577	
33	4	578	
33	13	587	
33	13	594	n
33	4	612	
33	13	629	
33	5	636	n
33	5	671	
33	13	672	n
33	13	693	n
33	13	735	n
33	13	735	
33	13	782	n
33	13	782	
33	15	782	
33	13	845	
33	13	892	n
33	2	901	
33	2	905	n
33	2	905	
33	8	1029	n
33	8	1034	n
33	8	1034	
33	8	1214	n
34	2	683	
34	19	1107	n
34	19	1107	
35	1	35	
36	1	76	n
36	17	228	
36	1	373	n
36	2	1019	n
37	1	35	
37	5	418	n
38	2	614	n
39	17	230	
39	17	278	n
39	17	279	
39	1	401	n
39	1	491	n
39	2	736	n
39	2	736	
39	19	985	n
40	1	401	n
40	1	401	
41	18	2	
41	17	13	n
41	10	81	
41	6	598	
41	6	600	n
41	6	600	
41	6	601	
41	6	603	n
41	6	604	
41	6	605	n
41	2	790	n
41	2	790	
41	2	791	
41	2	839	
41	2	840	
41	2	841	
41	20	1490	n
41	20	1494	n
41	20	1494	
41	20	1512	
41	20	1661	n
41	20	1776	n
41	20	1781	n
41	20	1781	
41	20	1783	
41	21	1932	n
41	21	2086	n
41	22	2877	n
41	22	2877	
41	22	3014	
41	22	3015	
42	1	35	
43	1	197	n
43	1	197	
43	1	206	
43	16	217	
43	16	218	
43	1	219	n
43	1	219	
43	1	284	
44	1	451	n
45	1	35	
45	17	243	n
45	9	243	
45	17	243	
45	9	245	
45	9	247	
45	9	261	
45	9	263	
45	9	284	
45	9	298	n
45	9	298	
45	9	306	n
45	9	307	n
45	9	308	n
45	11	337	
45	9	394	
45	9	399	
45	4	405	n
45	17	418	
45	9	422	
45	4	562	
46	9	215	
46	1	308	n
46	1	308	
47	1	22	
47	1	23	n
47	1	23	
47	1	25	n
47	1	25	
47	1	35	
47	1	36	
47	1	37	
47	13	38	n
47	13	38	
47	13	81	
47	1	142	
47	1	160	n
47	13	187	n
47	5	315	n
47	4	365	
47	11	374	n
47	11	374	
47	4	377	
47	9	400	n
47	4	456	n
47	3	484	n
47	12	531	
47	13	587	
47	13	597	n
47	13	598	
47	4	617	
47	13	666	n
47	5	680	n
47	5	680	
47	14	700	
47	13	895	n
47	8	1131	n
47	8	1139	n
47	8	1152	
47	8	1159	
47	8	1166	n
47	8	1166	
47	8	1169	
47	8	1189	n
47	8	1189	
47	8	1190	n
47	8	1233	
47	8	1239	n
47	8	1280	n
47	8	1281	
47	19	1292	n
47	8	1301	
48	16	392	
48	1	507	n
48	1	507	
48	1	511	
48	21	2180	n
48	21	2235	
48	21	2298	
48	22	2565	n
48	22	2565	
49	7	4	n
49	7	4	
49	17	38	n
49	14	58	n
49	18	97	n
49	1	258	n
49	1	360	n
49	1	389	n
49	22	2890	n
50	1	57	
50	1	181	n
50	1	181	
50	1	182	
50	1	184	
50	1	185	
50	1	212	
50	1	213	
51	13	4	
51	13	25	
51	7	220	
51	17	249	n
51	10	448	n
51	6	615	
51	7	628	n
51	2	905	n
52	14	25	n
52	5	30	n
52	5	32	n
52	1	57	n
52	17	319	n
52	16	487	n
52	6	615	n
52	6	617	n
52	6	617	
52	6	621	n
53	2	1000	
54	1	281	n
55	1	321	n
55	1	321	
56	2	728	
57	1	318	n
57	1	318	
58	2	743	
58	2	744	n
58	2	744	
59	18	165	n
59	18	165	
59	12	295	n
59	1	455	n
59	1	455	
60	3	363	n
60	3	363	
60	2	973	
61	1	351	n
61	1	351	
62	1	433	n
63	7	8	
63	7	9	n
63	7	9	
63	7	43	n
63	5	95	n
63	5	101	n
63	5	167	n
63	5	168	n
63	5	170	n
63	5	182	n
63	5	187	n
63	1	195	n
63	6	226	n
63	6	253	n
63	6	254	n
63	5	301	n
63	6	355	n
63	6	368	n
63	5	377	n
63	5	385	n
63	6	393	n
63	5	398	n
63	6	401	n
63	6	414	n
63	9	418	n
63	6	458	n
63	5	459	n
63	12	467	n
63	5	492	
63	5	493	n
63	18	585	n
63	18	586	n
63	8	716	n
63	8	717	n
63	8	891	n
64	1	18	
64	2	846	n
64	23	3451	n
64	23	3453	
65	1	315	n
65	1	315	
66	1	408	n
66	1	408	
67	1	315	n
67	1	315	
67	1	319	n
67	1	341	n
67	1	351	
67	2	1004	n
67	2	1004	
68	10	53	n
68	1	466	n
68	3	513	n
68	2	702	n
68	2	991	
69	18	261	n
69	12	386	n
69	12	427	n
69	12	517	n
69	2	668	
69	2	669	n
69	13	805	n
70	2	842	n
70	2	842	
70	2	843	
70	2	845	
71	2	738	n
71	2	738	
71	2	739	
71	2	1011	n
71	2	1011	
71	2	1012	
72	1	155	n
73	1	155	n
74	1	155	n
74	1	157	
74	1	158	
75	1	155	n
76	1	7	
76	1	10	
76	1	46	
76	1	55	
76	1	57	
76	17	147	
76	1	151	
76	1	152	
76	1	154	
76	1	155	n
76	1	156	
76	1	157	
76	1	158	
76	1	169	
76	1	178	
76	2	566	
77	1	34	n
78	6	4	
78	6	5	
78	6	23	n
78	6	28	n
78	6	44	n
78	6	46	n
78	6	47	n
78	6	57	
78	6	58	
78	6	59	n
78	2	710	n
78	19	746	n
78	19	746	
78	19	747	n
78	19	753	n
78	19	753	
78	19	808	n
78	19	808	
78	19	815	n
78	19	815	
78	19	816	
78	19	838	
78	19	840	
78	19	846	n
78	19	846	
78	19	850	
78	19	852	
78	19	855	n
78	19	855	
78	19	861	
78	19	863	
78	19	864	
78	19	870	
78	19	882	n
78	19	1106	
79	13	14	n
79	13	20	
79	13	24	
79	13	68	
79	13	97	n
79	13	123	
79	17	124	n
79	13	128	
79	12	175	n
79	12	175	
79	12	176	
79	16	347	n
79	16	349	n
79	16	349	
79	1	430	n
79	1	453	n
79	13	461	n
79	12	517	n
79	13	788	n
79	13	828	n
80	1	228	n
81	1	279	
82	18	30	n
82	18	30	
82	18	31	
82	10	150	
82	5	155	n
82	6	184	
82	1	195	n
82	1	195	
82	6	275	n
82	1	341	n
82	18	366	n
82	18	366	
82	5	370	n
82	5	370	
82	9	382	
82	12	398	n
82	12	448	n
82	4	458	n
82	12	461	n
82	12	473	n
82	17	485	n
82	17	485	
82	3	491	n
82	16	572	n
82	5	605	
82	8	716	n
82	8	757	n
82	8	1162	
82	8	1177	n
82	8	1190	n
82	8	1192	n
82	8	1239	n
82	8	1251	n
83	2	608	n
84	1	36	n
85	9	66	
85	6	166	
85	7	274	
85	7	282	
85	7	285	
85	4	364	n
85	5	606	n
85	2	782	n
85	8	858	n
85	2	950	n
85	8	1056	
85	8	1127	n
85	8	1127	
85	8	1141	
85	8	1147	
85	8	1150	
85	8	1151	
85	8	1154	
85	8	1159	
85	8	1164	n
85	8	1166	
85	8	1178	n
85	8	1181	
85	8	1182	n
85	8	1189	n
85	8	1194	n
85	8	1198	n
85	19	1202	n
85	8	1204	n
85	8	1210	n
85	8	1211	n
85	8	1212	n
85	19	1218	n
85	8	1266	n
85	8	1269	n
85	8	1271	n
85	8	1272	n
85	8	1273	n
85	8	1276	n
85	8	1281	n
85	8	1284	n
85	8	1285	n
85	8	1293	
85	8	1317	n
85	20	1436	n
86	1	288	n
87	2	843	n
87	2	843	
87	21	2245	
87	21	2247	
87	21	2330	n
88	1	406	n
89	2	718	n
89	2	960	n
90	10	143	n
90	12	409	n
90	2	749	n
91	1	170	n
91	7	357	n
92	1	308	n
92	1	308	
93	1	287	n
94	1	308	n
95	1	95	n
96	17	66	n
96	17	69	n
96	18	102	n
96	1	122	n
96	1	220	n
97	1	239	n
97	19	936	n
98	1	72	n
98	17	311	n
98	1	330	n
99	1	452	
100	3	24	
100	3	31	
100	3	32	n
100	5	46	n
100	1	58	n
100	17	119	n
100	14	136	n
100	14	137	n
100	14	140	n
100	1	322	n
100	17	325	n
100	4	397	n
100	17	404	n
100	17	413	
100	3	422	n
100	12	437	n
100	12	497	n
100	3	502	n
100	3	568	n
100	16	616	n
100	2	931	n
100	19	1031	n
100	21	2125	n
101	6	593	n
101	6	681	n
101	2	837	n
102	1	124	n
103	1	368	n
104	18	7	n
104	18	7	
104	1	60	
104	1	79	n
104	1	79	
104	1	80	
104	1	88	n
104	7	165	
104	3	456	
104	18	592	
104	18	597	n
105	1	83	n
106	18	5	
106	1	48	
106	1	50	
106	1	69	
106	1	70	n
106	1	70	
106	1	83	n
106	1	86	n
106	1	86	
106	1	88	n
106	1	94	
106	1	100	n
106	1	100	
106	1	130	
106	1	316	n
106	1	316	
106	19	817	n
106	19	817	
106	19	828	n
106	19	828	
106	2	999	
106	2	1000	
106	2	1001	n
106	2	1001	
107	17	114	
107	17	124	n
107	1	388	n
107	1	388	
108	1	69	n
108	1	73	n
108	18	117	n
108	1	399	n
108	1	401	
108	20	1615	n
108	20	1615	
109	18	41	n
109	5	63	n
109	18	65	
109	1	68	n
109	1	68	
109	1	83	n
109	1	138	
109	2	1019	
110	1	48	
110	1	83	n
110	2	871	
111	3	4	n
111	3	4	
111	11	32	
111	11	36	
111	1	74	n
111	1	76	n
111	9	84	n
111	17	128	
111	1	150	n
111	1	154	n
111	3	189	n
111	1	191	n
111	3	251	n
111	11	263	n
111	11	263	
111	11	266	n
111	11	266	
111	9	317	
111	1	331	n
111	9	331	n
111	1	336	n
111	1	352	n
111	1	362	n
111	1	365	n
111	1	413	n
111	1	458	n
111	7	459	n
111	12	463	n
111	3	467	n
111	3	478	n
111	1	479	n
111	3	483	n
111	12	487	n
111	3	488	n
111	17	511	n
111	3	513	n
111	1	515	n
111	17	518	n
111	3	531	n
111	1	541	n
111	3	555	n
111	3	585	n
111	7	608	n
111	7	634	n
111	8	668	n
111	8	810	n
111	8	1058	
111	8	1060	n
111	8	1061	
111	8	1062	
111	8	1121	n
111	22	3049	
111	23	3241	n
111	23	3241	
111	23	3242	
111	23	3406	n
111	23	3406	
112	1	122	n
112	1	123	n
112	1	123	
112	1	126	
112	1	207	
112	1	250	n
112	2	800	
112	2	1016	n
112	2	1017	n
112	2	1025	
112	2	1026	n
112	2	1026	
112	2	1027	
112	2	1028	
112	2	1029	n
112	2	1029	
113	12	74	n
113	12	74	
113	13	250	n
113	1	281	n
113	1	281	
113	12	503	n
113	13	580	n
114	3	176	n
114	3	176	
114	1	403	n
114	1	403	
115	5	371	
115	1	443	n
115	1	443	
115	1	462	n
115	5	600	n
115	2	732	
116	2	659	n
116	2	659	
116	2	660	
117	2	703	n
117	2	984	n
117	22	3024	n
117	22	3024	
117	22	3025	
117	22	3035	
117	23	3057	
117	23	3060	
117	23	3068	
117	23	3137	n
117	23	3137	
117	23	3138	n
117	23	3138	
117	23	3168	
117	23	3169	
118	1	129	n
118	6	557	
118	20	1669	n
118	21	1895	n
118	21	1895	
118	21	1977	n
118	21	1977	
119	2	1001	
119	2	1002	
120	4	3	
120	17	54	n
120	16	72	
120	1	399	n
120	1	399	
120	1	401	
120	1	407	
120	1	443	n
120	1	443	
120	2	674	
120	6	692	n
120	6	692	
120	2	733	
120	2	922	n
121	1	464	n
121	1	464	
122	1	433	
123	1	149	n
123	1	149	
124	4	13	n
124	4	30	
124	4	53	n
124	4	55	n
124	4	103	n
124	3	105	n
124	18	140	
124	4	156	n
124	4	278	n
124	4	313	n
124	4	341	n
124	4	353	n
124	1	408	
124	1	413	
124	1	421	
124	1	424	
124	1	426	
124	1	429	
124	3	456	
124	3	537	
125	2	729	n
126	16	21	n
126	14	59	n
126	5	65	n
126	14	66	n
126	14	68	n
126	14	72	n
126	14	94	n
126	14	112	n
126	17	541	n
126	2	658	n
126	19	747	n
126	2	804	n
126	19	1114	n
126	20	1352	n
126	23	3255	n
127	1	201	n
128	18	428	n
128	2	591	n
128	2	652	
129	2	742	n
129	2	742	
130	18	17	n
130	18	17	
130	18	18	
130	18	19	n
130	1	305	n
130	1	305	
130	1	306	
131	1	465	n
131	19	889	n
132	17	43	n
132	17	44	n
132	10	72	n
132	10	73	n
132	10	75	n
132	10	142	n
132	10	147	n
132	18	182	n
132	12	396	n
132	1	465	n
132	1	466	n
132	19	889	n
132	8	973	n
133	1	188	n
133	2	1029	n
133	2	1029	
134	2	665	n
134	2	665	
135	18	8	n
135	17	30	
135	18	31	n
135	18	31	
135	9	33	n
135	10	153	n
135	18	171	n
135	12	187	n
135	12	187	
135	12	213	n
135	12	213	
135	12	220	n
135	12	220	
135	18	229	n
135	18	229	
135	3	253	n
135	17	254	n
135	6	287	n
135	13	299	n
135	1	341	n
135	3	363	n
135	3	363	
135	12	427	n
135	12	530	n
135	4	554	
135	4	574	n
135	16	574	n
135	4	592	
135	4	601	
135	7	641	n
135	7	641	
135	2	903	n
135	2	903	
135	2	973	n
135	2	973	
135	21	2108	n
135	23	3101	
136	16	113	
136	16	173	n
136	16	220	n
136	16	220	
136	5	249	n
136	16	254	n
136	16	260	n
136	5	266	n
136	5	267	
136	16	276	n
136	16	295	n
136	18	307	n
136	18	307	
136	18	308	n
136	18	310	
136	18	313	
136	18	331	
136	16	518	n
136	1	522	n
136	1	522	
136	20	1375	
136	20	1410	
137	18	182	n
137	18	237	n
137	1	403	n
138	1	7	
138	1	248	n
138	1	248	
138	1	249	n
138	1	249	
138	1	250	n
138	1	250	
138	1	251	n
138	2	1016	n
138	2	1016	
138	2	1026	n
139	1	30	n
139	1	53	n
139	17	76	n
139	6	263	n
139	7	574	n
139	6	792	n
139	6	795	n
140	2	1005	
141	12	56	
141	1	390	
141	1	395	
141	1	448	
142	5	5	n
142	5	8	n
142	5	255	n
142	5	255	
142	5	257	n
142	5	259	
142	5	266	n
142	5	267	n
142	6	296	n
142	18	314	n
142	5	367	
142	17	390	n
142	3	397	n
142	12	413	n
142	12	463	n
142	17	481	n
142	2	698	n
142	2	816	n
142	2	816	
142	8	1161	
142	19	1225	n
142	20	1406	n
142	20	1448	n
142	20	1476	n
142	21	2378	n
142	21	2385	n
143	16	253	n
143	16	347	
143	1	452	n
143	1	452	
144	16	24	n
144	12	277	n
144	1	406	n
144	1	406	
145	1	351	n
145	1	351	
146	1	155	n
147	18	15	
147	18	16	
147	17	32	
147	17	33	n
147	17	34	
147	5	35	n
147	17	36	
147	17	39	n
147	17	50	n
147	5	53	
147	5	54	n
147	17	73	
147	17	88	n
147	14	132	n
147	18	210	
147	18	211	n
147	18	213	n
147	18	213	
147	16	228	n
147	16	228	
147	16	231	n
147	16	231	
147	16	242	n
147	16	243	n
147	16	244	n
147	16	246	n
147	16	247	n
147	16	299	
147	16	305	n
147	18	306	n
147	4	365	
147	4	377	
147	4	379	
147	4	382	
147	4	383	
147	4	384	n
147	4	384	
147	4	385	
147	1	387	n
147	1	387	
147	4	387	
147	4	388	
147	1	389	
147	4	389	
147	1	390	
147	4	391	n
147	1	406	
147	7	476	n
147	1	489	n
147	1	494	
147	1	495	n
147	4	504	n
147	4	505	n
147	4	505	
